name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Hyundai i20 Asta 1.4 CRDi,2015,13.19002203,80000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
Maruti Vitara Brezza ZDi Plus,2016,13.50079981,100000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
Hyundai EON Era Plus,2016,12.54254488,19000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Maruti Swift AMT ZXI,2019,13.38472764,33000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5
Toyota Innova 2.5 GX 7 STR,2012,13.16158409,162000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102,7
Hyundai Xcent 1.2 VTVT E,2020,12.79385931,65000,Petrol,Individual,Manual,Second Owner,20.14,1197,81.86,5
Maruti Swift Dzire Vdi BSIV,2011,12.4292162,170000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
Volkswagen Ameo 1.5 TDI Trendline,2017,13.26212532,40000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5
Tata Indigo CS LS (TDI) BS III,2012,12.04355372,120000,Diesel,Individual,Manual,Third Owner,19.09,1396,69,5
Maruti Vitara Brezza LDi Option,2017,13.47442771,53000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
Maruti Wagon R VXI BSIII,2013,12.4292162,90000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5
Maruti Swift Dzire VDI Optional,2017,13.42246797,35000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
Maruti Wagon R VXI BS IV,2016,12.69158046,50000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
Maruti Alto 800 LXI,2016,12.4292162,20000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
Maruti Swift AMT ZDI,2019,13.51440547,38000,Diesel,Individual,Automatic,First Owner,28.4,1248,74,5
Honda CR-V 2.4L 4WD AT AVN,2017,14.37512635,73000,Petrol,Dealer,Automatic,First Owner,12,2354,187.4,5
Maruti Ciaz 1.3 Alpha,2017,13.59236701,28050,Diesel,Dealer,Manual,First Owner,28.09,1248,88.5,5
Honda CR-V 2.4L 4WD AT AVN,2017,14.41709054,58000,Petrol,Dealer,Automatic,First Owner,12,2354,187.4,5
Tata Hexa XTA,2017,14.07402125,58000,Diesel,Dealer,Automatic,First Owner,17.6,2179,153.86,7
Renault Duster 85PS Diesel RxZ,2014,12.95984445,69000,Diesel,Dealer,Manual,First Owner,19.87,1461,83.8,5
Mercedes-Benz GL-Class 350 CDI Luxury,2016,15.22405553,70000,Diesel,Dealer,Automatic,First Owner,12,2987,224,7
Hyundai Creta 1.6 SX Automatic Diesel,2015,13.72119988,40000,Diesel,Dealer,Automatic,First Owner,17.6,1582,126.2,5
Mahindra Bolero 2011-2019 SLX,2011,12.69158046,142000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
Maruti Swift VXI Deca,2016,13.12236338,22947,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
Hyundai i10 Sportz,2013,12.61153775,30000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
Hyundai EON D Lite Plus,2016,12.50617724,7672,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Maruti Alto LXi,2010,11.98292909,36659,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
Maruti Omni E MPI STD BS IV,2016,12.25486281,60000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,8
Mahindra XUV500 W4,2014,13.65299163,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140,7
Mahindra XUV500 W4,2014,13.68767719,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140,7
Maruti Zen Estilo Sports,2010,11.91839057,39000,Petrol,Individual,Manual,First Owner,16.9,1061,64.9,5
Mahindra TUV 300 T8 AMT,2015,13.56061831,45000,Diesel,Individual,Automatic,First Owner,18.49,1493,100,7
Maruti Alto LXi,2009,11.98292909,70000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5
Ford Figo Diesel EXI,2012,12.30138283,100000,Diesel,Individual,Manual,Second Owner,20,1399,68,5
Hyundai i20 1.4 Asta Option,2017,13.41503299,48000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
Hyundai i20 1.4 Sportz,2018,13.5670492,35000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
Maruti Baleno Sigma 1.2,2017,13.15192218,23000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,13.59236701,14000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
Mahindra XUV500 W8 2WD,2014,13.65299163,60000,Diesel,Individual,Manual,First Owner,15.1,2179,140,7
Hyundai EON Era Plus,2013,12.20607265,60000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
Skoda Fabia 1.4 TDI Ambiente,2008,11.8493977,150000,Diesel,Individual,Manual,Third Owner,19.4,1422,70,5
Hyundai Verna 1.6 VTVT AT SX,2016,13.59236701,80000,Petrol,Individual,Automatic,Second Owner,17.01,1591,121.3,5
Maruti Alto K10 2010-2014 VXI,2013,12.4292162,35000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2017,13.59236701,44500,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5
Maruti Ciaz ZDi Plus,2015,13.30468493,60000,Diesel,Individual,Manual,Third Owner,26.21,1248,88.5,5
Renault Fluence Diesel E4,2012,12.4292162,120000,Diesel,Individual,Manual,Third Owner,21.8,1461,78,5
Honda Amaze S i-DTEC,2016,13.12236338,80000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5
Maruti Gypsy King Soft Top MPI BSIV,2019,13.52782849,9900,Petrol,Individual,Manual,First Owner,11.96,1298,80,8
Maruti Swift ZDi,2014,13.38472764,68000,Diesel,Individual,Manual,First Owner,22.9,1248,74,5
Honda BRV i-DTEC V MT,2016,13.76421726,60000,Diesel,Individual,Manual,First Owner,21.9,1498,98.6,7
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2015,13.27078338,110000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,10
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019,13.36922346,10000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
Mahindra Scorpio VLX 2WD AT BSIII,2014,13.59236701,80000,Diesel,Individual,Automatic,First Owner,11.79,2179,120,8
Maruti A-Star Vxi,2011,12.75708006,30000,Petrol,Individual,Manual,First Owner,19,998,66.1,5
Mahindra XUV500 W8 2WD,2014,13.81551056,120000,Diesel,Individual,Manual,Third Owner,15.1,2179,140,7
Hyundai EON Sportz,2016,12.61153775,35000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Tata Tigor 1.2 Revotron XZ,2017,13.10826445,40000,Petrol,Individual,Manual,First Owner,20.3,1199,84,5
Hyundai Grand i10 Magna,2014,12.82125828,60000,Petrol,Individual,Manual,First Owner,18.9,1197,82,5
Maruti Swift Dzire ZDi,2008,12.4292162,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9,5
Datsun RediGO 1.0 T Option,2017,12.61153775,20000,Petrol,Individual,Manual,First Owner,22.5,999,67,5
Renault KWID Climber 1.0 AMT,2017,13.01700286,40000,Petrol,Individual,Automatic,First Owner,24.04,999,67,5
Ford Figo Diesel Titanium,2010,12.1281111,124316,Diesel,Dealer,Manual,Second Owner,20,1399,68,5
Mahindra XUV300 W8 Option Dual Tone Diesel BSIV,2019,14.0184514,6544,Diesel,Individual,Manual,First Owner,20,1497,115,5
Toyota Innova 2.5 GX (Diesel) 8 Seater,2015,13.81551056,50000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8
Hyundai i20 Magna 1.2,2016,13.30468493,10000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
Mahindra XUV500 W7 BSIV,2018,13.91082074,50000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7
Hyundai Grand i10 SportZ Edition,2015,12.79385931,30000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,5
Maruti Swift Dzire VXi,2012,12.56024446,69000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5
Mahindra KUV 100 mFALCON D75 K8,2016,12.76568843,49600,Diesel,Individual,Manual,Second Owner,25.32,1198,77,6
Hyundai i10 Era,2008,11.77528973,30000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5
Chevrolet Enjoy 1.3 TCDi LTZ 8,2016,13.12236338,198000,Diesel,Individual,Manual,First Owner,18.2,1248,73.74,8
Hyundai i20 Asta (o),2010,12.76568843,80000,Petrol,Individual,Manual,First Owner,17,1197,80,5
Maruti Baleno Delta Automatic,2019,13.43717412,19000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5
Maruti Eeco CNG 5 Seater AC BSIV,2020,12.8967167,5000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,5
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,13.17115354,10000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
Maruti Ertiga BSIV VXI,2017,13.54763111,40000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,7
Maruti Swift VDI,2012,13.01700286,97000,Diesel,Individual,Manual,Third Owner,22.9,1248,74,5
Nissan Micra Active XV,2014,12.87390202,30000,Petrol,Individual,Manual,First Owner,19.69,1198,67.04,5
Maruti Ertiga SHVS ZDI Plus,2017,13.75363515,120000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7
Renault Duster 110PS Diesel RxZ,2013,13.38472764,120000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5
Ford Figo Diesel Titanium,2012,12.67607627,103994,Diesel,Individual,Manual,Fourth & Above Owner,20,1399,68,5
Toyota Corolla AE,2003,11.88448902,70000,Petrol,Individual,Manual,Second Owner,13.4,1794,125,5
Ford Figo Aspire 1.5 TDCi Titanium,2017,13.41503299,70000,Diesel,Individual,Manual,First Owner,25.83,1498,99,5
Maruti SX4 ZDI Leather,2011,12.76568843,115000,Diesel,Individual,Manual,Fourth & Above Owner,21.5,1248,88.8,5
Tata Indica Vista Quadrajet VX,2012,12.56024446,178000,Diesel,Individual,Manual,Second Owner,22.3,1248,74,5
Maruti Zen Estilo LX BSIV,2011,12.61153775,40000,Petrol,Individual,Manual,Third Owner,19,998,67.1,5
Ford Figo Diesel EXI,2011,12.61153775,80000,Diesel,Individual,Manual,First Owner,20,1399,68,5
Audi Q7 3.0 TDI Quattro,2009,13.60478953,98000,Diesel,Individual,Automatic,Fourth & Above Owner,12.07,2967,241.4,7
Tata Indica V2 DLS TC,2009,11.40756495,118000,Diesel,Individual,Manual,Second Owner,16.8,1405,62,5
Maruti Alto LX,2004,11.51292546,100000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Tata Indica V2 2001-2011 DLS BSIII,2009,11.40756495,120000,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5
Mahindra Scorpio Gateway 2WD,2013,13.03897959,120000,Diesel,Individual,Manual,Second Owner,13.5,2609,115,5
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,13.17115354,217000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102,8
Maruti Wagon R AX BSIV,2011,12.4292162,65000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5
Hyundai i10 Asta,2012,12.61153775,41000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
Maruti Swift ZXI ABS,2005,11.77528973,120000,Petrol,Individual,Manual,Second Owner,16.1,1298,88.2,5
Maruti Alto K10 LXI,2011,12.2010601,70000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5
Renault Duster 85PS Diesel RxL Optional,2012,13.20854107,90000,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,5
Maruti Ertiga ZDI,2014,13.25339164,80000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7
Honda City 2017-2020 VTEC,2006,11.91839057,120000,Petrol,Individual,Manual,Second Owner,16.9,1497,100,5
Maruti Alto STD,2009,11.65267871,100000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
Tata Tigor 1.2 Revotron XT,2018,13.01700286,35000,Petrol,Individual,Manual,First Owner,20.3,1199,84,5
Renault Triber RXT BSIV,2019,13.30468493,5000,Petrol,Individual,Manual,First Owner,20,999,72,7
Maruti Vitara Brezza VDi Option,2016,13.32121424,110000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
Hyundai i20 1.2 Asta Option,2017,13.44444688,20000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
Tata Nexon 1.2 Revotron XZ Plus,2018,13.57978822,15000,Petrol,Individual,Manual,First Owner,17,1198,108.5,5
Maruti Alto K10 2010-2014 VXI,2014,12.4490149,40000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5
Honda Jazz 1.2 V i VTEC,2016,13.12236338,41000,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5
Mahindra Bolero SLX,2011,12.7367009,100000,Diesel,Individual,Manual,Second Owner,13.6,2523,63,7
Mahindra Bolero SLX,2007,12.40901349,110000,Diesel,Individual,Manual,Third Owner,13.6,2523,63,7
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,12.7367009,120000,Diesel,Individual,Manual,Third Owner,17.8,1399,67,5
Maruti Wagon R LXI,2008,12.30591798,35008,Petrol,Dealer,Manual,First Owner,21.79,998,67.05,5
Datsun RediGO T,2017,12.50617724,31100,Petrol,Dealer,Manual,First Owner,22.7,799,53.64,5
Hyundai Xcent 1.1 CRDi Base,2014,13.0280527,42312,Diesel,Dealer,Manual,First Owner,24.4,1120,71,5
Toyota Etios G Safety,2011,12.61153775,72000,Petrol,Dealer,Manual,First Owner,17.6,1496,88.7,5
Toyota Etios Liva 1.4 GD,2014,13.08154138,54891,Diesel,Dealer,Manual,First Owner,23.59,1364,67.04,5
Hyundai Verna CRDi 1.6 AT SX Plus,2018,13.81551056,30000,Diesel,Individual,Automatic,First Owner,22,1582,126.2,5
BMW 3 Series 320d Luxury Line Plus,2017,14.771022,44000,Diesel,Dealer,Automatic,First Owner,22.69,1995,190,5
Toyota Innova Crysta 2.8 ZX AT BSIV,2017,14.4306962,18890,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,7
Renault Koleos 2.0 Diesel,2013,13.81551056,75010,Diesel,Dealer,Automatic,First Owner,13.73,1995,148,5
Renault Pulse RxZ Optional,2012,12.40901349,100000,Diesel,Dealer,Manual,First Owner,23.08,1461,63.1,5
Hyundai Grand i10 Magna AT,2019,13.34550693,4337,Petrol,Dealer,Automatic,First Owner,18.9,1197,82,5
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018,13.23569206,14495,Petrol,Dealer,Manual,First Owner,18.78,999,75,5
Mahindra XUV500 W9 BSIV,2018,14.20416855,24000,Diesel,Dealer,Manual,First Owner,15.1,2179,152.87,7
Toyota Corolla Altis Diesel D4DG,2010,12.95984445,83585,Diesel,Dealer,Manual,First Owner,21.43,1364,87.2,5
Volkswagen Polo GT TSI,2014,13.21767356,31000,Petrol,Dealer,Automatic,Second Owner,17.21,1197,103.6,5
Toyota Innova Crysta 2.4 GX MT BSIV,2016,14.20416855,100000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.8,7
Renault Duster 85PS Diesel RxL,2017,13.52782849,48406,Diesel,Dealer,Manual,First Owner,19.87,1461,83.8,5
Hyundai i20 Era 1.4 CRDi,2016,13.25339164,56239,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5
Maruti Baleno Delta 1.2,2015,13.27936713,33243,Petrol,Dealer,Manual,First Owner,21.4,1197,83.1,5
Honda Jazz 1.2 S AT i VTEC,2016,13.30468493,26000,Petrol,Dealer,Automatic,First Owner,19,1199,88.7,5
Hyundai i20 Active 1.2 SX with AVN,2016,13.18063229,120000,Petrol,Individual,Manual,Second Owner,17.19,1197,81.86,5
Ford Ikon 1.3 Flair,2005,11.91839057,15858,Petrol,Individual,Manual,First Owner,13.8,1299,70,5
Maruti Alto 800 LXI,2017,12.64432758,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014,13.12236338,50000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,9
Chevrolet Beat Diesel,2013,12.20607265,60000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5
Renault Lodgy 85PS RxE 7 Seater,2018,13.71015004,35000,Diesel,Individual,Manual,First Owner,21.04,1461,83.8,7
Ambassador CLASSIC 1500 DSL AC,2000,11.22524339,90000,Diesel,Individual,Manual,Second Owner,12.8,1489,35.5,5
Maruti Swift LXI Optional-O,2015,12.89921983,50000,Petrol,Individual,Manual,First Owner,20.4,1197,83.11,5
Honda Mobilio RS i DTEC,2015,13.38472764,110000,Diesel,Individual,Manual,First Owner,24.5,1498,98.6,7
Maruti Swift VDI,2015,13.08154138,87847,Diesel,Dealer,Manual,First Owner,28.4,1248,74,5
Maruti Alto LXi,2009,11.8493977,35000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
Maruti Swift VXI 2018,2018,13.21767356,5000,Petrol,Individual,Manual,First Owner,22,1197,81.8,5
Maruti Wagon R AMT VXI,2017,12.84792653,29000,Petrol,Individual,Automatic,First Owner,20.51,998,67,5
Tata Indigo CS LS (TDI) BS-III,2016,12.99453001,20000,Diesel,Individual,Manual,First Owner,19.09,1405,69.01,5
Maruti Swift Dzire VXI 1.2,2018,13.3534751,15000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
Renault KWID RXL,2017,12.4292162,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Maruti Alto LX,2009,11.69524702,17000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
Tata Manza Aura Quadrajet BS IV,2012,12.56723749,120000,Diesel,Individual,Manual,First Owner,21.12,1248,88.8,5
Maruti Baleno Delta 1.2,2016,13.21767356,45000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5
Mahindra Scorpio 1.99 S10 4WD,2016,13.76421726,60000,Diesel,Individual,Manual,Third Owner,15.4,1997,120,7
Tata Harrier XZ Dark Edition BSIV,2019,14.30409057,25000,Diesel,Individual,Manual,First Owner,17,1956,138.1,5
Ford Fiesta 1.5 TDCi Trend,2015,13.12436138,80000,Diesel,Individual,Manual,Second Owner,25.01,1498,89.75,5
Mahindra Bolero 2011-2019 ZLX BSIII,2014,13.21767356,70000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
Maruti Alto 800 LXI,2016,12.61153775,25000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
Maruti Wagon R VXI BS IV,2015,12.61153775,50000,Petrol,Individual,Manual,Third Owner,20.51,998,67.04,5
Chevrolet Sail 1.2 LS ABS,2016,13.21767356,15000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5
Mahindra XUV500 W8 2WD,2012,13.45883561,100000,Diesel,Individual,Manual,Second Owner,15.1,2179,140,7
Tata Indigo CS eGLX BS IV,2011,12.10625231,70000,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,5
Mahindra Scorpio VLS AT 2.2 mHAWK,2009,12.80765263,110000,Diesel,Individual,Automatic,Second Owner,11.79,2179,120,8
Maruti Alto K10 VXI AGS Optional,2017,12.89921983,10000,Petrol,Individual,Automatic,First Owner,23.95,998,67.1,5
Hyundai i10 Sportz,2010,12.25486281,110000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
Hyundai Verna 1.6 SX,2013,13.12236338,87000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,14.81282813,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177,5
Tata Zest Revotron 1.2 XT,2017,13.21767356,120000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5
Maruti Ertiga ZDI,2013,13.14216404,148000,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,7
Hyundai i20 Asta 1.4 CRDi,2013,13.03897959,60000,Diesel,Individual,Manual,Second Owner,21.27,1396,88.76,5
Maruti Alto 800 LXI,2015,12.64432758,18000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
Tata Zest Quadrajet 1.3 75PS XMS,2018,13.56061831,80000,Diesel,Individual,Manual,First Owner,22.95,1248,74,5
Maruti Alto LXI,2004,11.56171563,96000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5
Honda Amaze S i-Dtech,2015,12.97154049,97000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5
Hyundai i20 Sportz 1.4 CRDi,2013,12.79385931,210000,Diesel,Individual,Manual,Third Owner,21.9,1396,88.76,5
Volkswagen Vento Diesel Breeze,2012,12.89921983,60000,Diesel,Individual,Manual,Third Owner,20.5,1598,105,5
Maruti Swift Dzire ZDI,2014,13.30468493,90000,Diesel,Individual,Manual,First Owner,23.4,1248,74,5
Honda WR-V i-VTEC VX,2019,13.27078338,35000,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5
Mahindra Verito 1.5 D2 BSIV,2012,11.8493977,120000,Diesel,Individual,Manual,Second Owner,21.03,1461,65,5
Tata Indigo TDI,2008,12.25486281,100000,Diesel,Individual,Manual,First Owner,19.61,1405,70,5
Hyundai Grand i10 Asta Option,2017,13.21767356,20000,Petrol,Individual,Manual,First Owner,18.9,1197,82,5
Chevrolet Sail Hatchback Petrol LS ABS,2013,11.69524702,110000,Petrol,Individual,Manual,Second Owner,18.2,1199,84.8,5
Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,12.89921983,35000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7
Honda WR-V i-DTEC VX,2018,13.84991198,15000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5
Maruti Ciaz VDi Plus,2015,13.34550693,90000,Diesel,Individual,Manual,First Owner,26.21,1248,88.5,5
Hyundai i10 Magna,2008,12.20607265,40000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
Tata Manza Club Class Quadrajet90 EX,2013,12.66349749,140000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5
Maruti Vitara Brezza ZDi,2017,13.60848639,110000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
Toyota Innova Crysta 2.8 GX AT BSIV,2016,14.26976583,55000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,7
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,13.71015004,73000,Diesel,Individual,Manual,First Owner,12.99,2494,100,8
Maruti Ertiga VDI,2015,13.38472764,100000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7
Ford Figo Aspire 1.5 TDCi Trend,2015,13.03897959,32000,Diesel,Individual,Manual,Second Owner,25.83,1498,99,5
Nissan Sunny Diesel XV,2012,12.5776362,112072,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,5
Ford Figo Diesel EXI,2014,12.89921983,30000,Diesel,Individual,Manual,First Owner,20,1399,68.05,5
Maruti Swift VDI BSIV,2016,13.24458101,70000,Diesel,Individual,Manual,Second Owner,25.2,1248,74,5
Chevrolet Spark 1.0 LS,2009,11.91839057,80000,Petrol,Individual,Manual,Second Owner,18,995,62,5
BMW 3 Series 320d Sedan,2007,13.08154138,110000,Diesel,Individual,Automatic,Fourth & Above Owner,16.07,1995,181,5
Maruti Zen Estilo 1.1 LX BSIII,2007,11.15625052,80000,Petrol,Individual,Manual,Second Owner,18.2,1061,64,5
Mercedes-Benz E-Class E 250 Elegance,2011,13.98946387,80000,Petrol,Individual,Automatic,Second Owner,10.93,2497,204,5
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,13.71015004,19000,Diesel,Individual,Manual,First Owner,23,1498,98.96,5
Hyundai i20 Sportz Option 1.4 CRDi,2015,13.30468493,40000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
Mahindra Scorpio S10 7 Seater,2015,13.91082074,52269,Diesel,Individual,Manual,First Owner,15.4,2179,120,7
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2010,11.69524702,170000,LPG,Individual,Manual,Second Owner,10.9,796,32.8,5
Hyundai i20 Magna,2009,12.34583024,60000,Petrol,Individual,Manual,Third Owner,18.5,1197,80,5
Honda Amaze i-VTEC Privilege Edition,2017,13.25339164,15780,Petrol,Individual,Manual,First Owner,17.8,1198,86.7,5
Hyundai Verna 1.6 SX,2014,13.26212532,106000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5
Volkswagen Vento Diesel Highline,2012,12.54254488,80000,Diesel,Individual,Manual,Third Owner,20.54,1598,103.6,5
Hyundai i20 Active 1.4 SX Dual Tone,2015,13.27078338,74000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,5
Maruti Ertiga VDI,2018,13.68197917,35000,Diesel,Individual,Manual,Second Owner,25.47,1248,88.5,7
Hyundai Verna 1.6 SX CRDi (O),2013,13.12236338,70000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5
Maruti Ciaz ZDi,2015,13.45883561,60000,Diesel,Individual,Manual,First Owner,26.21,1248,88.5,5
Ford Figo 1.2P Titanium MT,2016,12.86876062,50000,Petrol,Individual,Manual,Second Owner,18.16,1196,86.8,5
Hyundai i10 Sportz,2011,12.32385568,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
Tata Indigo CS eGLX BS IV,2011,11.40756495,90000,Petrol,Individual,Manual,Second Owner,15.64,1193,64.08,5
Renault Duster 110PS Diesel RxZ,2014,13.30468493,114000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5
Hyundai i20 Magna,2009,12.36734079,100000,Petrol,Individual,Manual,First Owner,18.5,1197,80,5
Hyundai i20 1.4 CRDi Asta,2011,12.76568843,100000,Diesel,Individual,Manual,Second Owner,23,1396,90,5
Hyundai i10 Sportz,2011,12.36734079,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
Maruti Alto LXi,2010,12.15477935,35000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
Tata Manza Aura (ABS) Quadrajet BS IV,2011,12.69158046,79000,Diesel,Individual,Manual,First Owner,21.12,1248,88.8,5
Volkswagen Vento Diesel Highline,2011,12.61153775,120000,Diesel,Individual,Manual,Third Owner,20.54,1598,103.6,5
Tata Tigor 1.2 Revotron XT,2017,13.21767356,10000,Petrol,Individual,Manual,First Owner,20.3,1199,84,5
Mahindra XUV500 W8 AWD,2013,13.48700649,150000,Diesel,Individual,Manual,Second Owner,15.1,2179,140,7
Nissan Micra XE,2011,11.60823564,110000,Petrol,Individual,Manual,First Owner,18.06,1198,75,5
Maruti Alto 800 VXI,2018,12.64432758,10000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
Maruti Wagon R LXI LPG BSIV,2010,11.91839057,70000,LPG,Individual,Manual,Second Owner,26.2,998,58.2,5
Tata Indica Vista TDI LX,2012,12.46843691,46000,Diesel,Individual,Manual,First Owner,19.4,1405,70,5
Hyundai Accent GLS,2002,10.91508846,120000,Petrol,Individual,Manual,Fourth & Above Owner,13.2,1495,94,5
Maruti Swift VDI,2013,13.01700286,108800,Diesel,Individual,Manual,Third Owner,22.9,1248,74,5
Hyundai i10 Sportz Option,2009,12.2010601,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
Mahindra Scorpio S3 9 Seater BSIV,2018,13.81551056,35000,Diesel,Individual,Manual,First Owner,15.4,2523,75,7
Ford Figo Diesel EXI,2011,12.3883942,72000,Diesel,Individual,Manual,First Owner,20,1399,68,5
